0.0314	0.0313948
0.0628	0.0627587
0.0942	0.0940607
0.1256	0.12527
0.157	0.156356
0.1884	0.187287
0.2198	0.218034
0.2512	0.248566
0.2826	0.278853
0.314	0.308866
0.3454	0.338573
0.3768	0.367947
0.4082	0.396958
0.4396	0.425578
0.471	0.453778
0.5024	0.48153
0.5338	0.508808
0.5652	0.535585
0.5966	0.561833
0.628	0.587528
0.6594	0.612643
0.6908	0.637154
0.7222	0.661037
0.7536	0.684268
0.785	0.706825
0.8164	0.728685
0.8478	0.749827
0.8792	0.770229
0.9106	0.789872
0.942	0.808736
0.9734	0.826803
1.0048	0.844055
1.0362	0.860474
1.0676	0.876046
1.099	0.890753
1.1304	0.904583
1.1618	0.91752
1.1932	0.929554
1.2246	0.94067
1.256	0.950859
1.2874	0.960111
1.3188	0.968417
1.3502	0.975767
1.3816	0.982156
1.413	0.987576
1.4444	0.992023
1.4758	0.995491
1.5072	0.997978
1.5386	0.999482
1.57	1
1.6014	0.999532
1.6328	0.998078
1.6642	0.995641
1.6956	0.992222
1.727	0.987825
1.7584	0.982454
1.7898	0.976114
1.8212	0.968812
1.8526	0.960555
1.884	0.951351
1.9154	0.941209
1.9468	0.93014
1.9782	0.918153
2.0096	0.905261
2.041	0.891476
2.0724	0.876813
2.1038	0.861285
2.1352	0.844908
2.1666	0.827698
2.198	0.809672
2.2294	0.790848
2.2608	0.771244
2.2922	0.750879
2.3236	0.729775
2.355	0.707951
2.3864	0.685429
2.4178	0.662231
2.4492	0.638381
2.4806	0.613901
2.512	0.588816
2.5434	0.56315
2.5748	0.536929
2.6062	0.510179
2.6376	0.482926
2.669	0.455196
2.7004	0.427018
2.7318	0.398419
2.7632	0.369427
2.7946	0.340071
2.826	0.31038
2.8574	0.280383
2.8888	0.250109
2.9202	0.219589
2.9516	0.188852
2.983	0.157929
3.0144	0.12685
3.0458	0.0956462
3.0772	0.0643482
3.1086	0.0329867
3.14	0.00159265
3.1714	-0.0298029
3.2028	-0.0611691
3.2342	-0.092475
3.2656	-0.12369
3.297	-0.154783
3.3284	-0.185723
3.3598	-0.21648
3.3912	-0.247023
3.4226	-0.277324
3.454	-0.30735
3.4854	-0.337074
3.5168	-0.366465
3.5482	-0.395496
3.5796	-0.424136
3.611	-0.452358
3.6424	-0.480134
3.6738	-0.507437
3.7052	-0.534239
3.7366	-0.560515
3.768	-0.586238
3.7994	-0.611383
3.8308	-0.635926
3.8622	-0.659841
3.8936	-0.683106
3.925	-0.705698
3.9564	-0.727593
3.9878	-0.748772
4.0192	-0.769212
4.0506	-0.788894
4.082	-0.807798
4.1134	-0.825906
4.1448	-0.8432
4.1762	-0.859662
4.2076	-0.875277
4.239	-0.890028
4.2704	-0.903903
4.3018	-0.916886
4.3332	-0.928965
4.3646	-0.940129
4.396	-0.950365
4.4274	-0.959665
4.4588	-0.968018
4.4902	-0.975417
4.5216	-0.981855
4.553	-0.987324
4.5844	-0.991821
4.6158	-0.995339
4.6472	-0.997876
4.6786	-0.999429
4.71	-0.999997
4.7414	-0.999579
4.7728	-0.998176
4.8042	-0.995788
4.8356	-0.992419
4.867	-0.988072
4.8984	-0.98275
4.9298	-0.976459
4.9612	-0.969206
4.9926	-0.960997
5.024	-0.951841
5.0554	-0.941746
5.0868	-0.930723
5.1182	-0.918783
5.1496	-0.905936
5.181	-0.892196
5.2124	-0.877577
5.2438	-0.862093
5.2752	-0.845759
5.3066	-0.82859
5.338	-0.810605
5.3694	-0.791821
5.4008	-0.772256
5.4322	-0.75193
5.4636	-0.730863
5.495	-0.709075
5.5264	-0.686588
5.5578	-0.663424
5.5892	-0.639606
5.6206	-0.615157
5.652	-0.590102
5.6834	-0.564465
5.7148	-0.538272
5.7462	-0.511548
5.7776	-0.48432
5.809	-0.456614
5.8404	-0.428458
5.8718	-0.399879
5.9032	-0.370907
5.9346	-0.341569
5.966	-0.311894
5.9974	-0.281911
6.0288	-0.251651
6.0602	-0.221142
6.0916	-0.190415
6.123	-0.159501
6.1544	-0.12843
6.1858	-0.0972314
6.2172	-0.0659374
6.2486	-0.0345784
6.28	-0.0031853
